"Time","Contracts","Funding Interval","Funding Rate"
"2024-07-19 09:00:00","ETHUSDT Perpetual","8h","0.004387%"
"2024-07-19 01:00:00","ETHUSDT Perpetual","8h","0.003237%"
"2024-07-18 17:00:00","ETHUSDT Perpetual","8h","0.006726%"
"2024-07-18 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-18 01:00:00","ETHUSDT Perpetual","8h","0.006113%"
"2024-07-17 17:00:00","ETHUSDT Perpetual","8h","0.008064%"
"2024-07-17 09:00:00","ETHUSDT Perpetual","8h","0.005824%"
"2024-07-17 01:00:00","ETHUSDT Perpetual","8h","0.006395%"
"2024-07-16 17:00:00","ETHUSDT Perpetual","8h","0.009799%"
"2024-07-16 09:00:00","ETHUSDT Perpetual","8h","0.002643%"
"2024-07-16 01:00:00","ETHUSDT Perpetual","8h","0.004690%"
"2024-07-15 17:00:00","ETHUSDT Perpetual","8h","0.004043%"
"2024-07-15 09:00:00","ETHUSDT Perpetual","8h","0.009653%"
"2024-07-15 01:00:00","ETHUSDT Perpetual","8h","0.003194%"
"2024-07-14 17:00:00","ETHUSDT Perpetual","8h","0.006352%"
"2024-07-14 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-14 01:00:00","ETHUSDT Perpetual","8h","0.007584%"
"2024-07-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-13 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-13 01:00:00","ETHUSDT Perpetual","8h","0.007154%"
"2024-07-12 17:00:00","ETHUSDT Perpetual","8h","0.004730%"
"2024-07-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-12 01:00:00","ETHUSDT Perpetual","8h","0.005602%"
"2024-07-11 17:00:00","ETHUSDT Perpetual","8h","0.008656%"
"2024-07-11 09:00:00","ETHUSDT Perpetual","8h","0.004282%"
"2024-07-11 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-10 17:00:00","ETHUSDT Perpetual","8h","0.001713%"
"2024-07-10 09:00:00","ETHUSDT Perpetual","8h","0.003745%"
"2024-07-10 01:00:00","ETHUSDT Perpetual","8h","0.007754%"
"2024-07-09 17:00:00","ETHUSDT Perpetual","8h","0.001078%"
"2024-07-09 09:00:00","ETHUSDT Perpetual","8h","0.005681%"
"2024-07-09 01:00:00","ETHUSDT Perpetual","8h","0.009357%"
"2024-07-08 17:00:00","ETHUSDT Perpetual","8h","0.003423%"
"2024-07-08 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-08 01:00:00","ETHUSDT Perpetual","8h","0.005389%"
"2024-07-07 17:00:00","ETHUSDT Perpetual","8h","0.008938%"
"2024-07-07 09:00:00","ETHUSDT Perpetual","8h","0.003941%"
"2024-07-07 01:00:00","ETHUSDT Perpetual","8h","0.005847%"
"2024-07-06 17:00:00","ETHUSDT Perpetual","8h","0.006597%"
"2024-07-06 09:00:00","ETHUSDT Perpetual","8h","0.009007%"
"2024-07-06 01:00:00","ETHUSDT Perpetual","8h","0.004923%"
"2024-07-05 17:00:00","ETHUSDT Perpetual","8h","0.009550%"
"2024-07-05 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-04 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-04 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-04 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-03 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-03 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-03 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-02 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-02 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-02 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-01 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-01 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-07-01 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-30 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-30 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-30 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-29 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-29 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-28 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-28 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-28 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-27 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-27 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-27 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-26 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-25 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-25 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-25 01:00:00","ETHUSDT Perpetual","8h","0.007410%"
"2024-06-24 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-24 09:00:00","ETHUSDT Perpetual","8h","0.007672%"
"2024-06-24 01:00:00","ETHUSDT Perpetual","8h","0.003591%"
"2024-06-23 17:00:00","ETHUSDT Perpetual","8h","0.004594%"
"2024-06-23 09:00:00","ETHUSDT Perpetual","8h","0.006710%"
"2024-06-23 01:00:00","ETHUSDT Perpetual","8h","0.003914%"
"2024-06-22 17:00:00","ETHUSDT Perpetual","8h","0.005837%"
"2024-06-22 09:00:00","ETHUSDT Perpetual","8h","0.004563%"
"2024-06-22 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-21 17:00:00","ETHUSDT Perpetual","8h","0.002103%"
"2024-06-21 09:00:00","ETHUSDT Perpetual","8h","0.000745%"
"2024-06-21 01:00:00","ETHUSDT Perpetual","8h","0.003147%"
"2024-06-20 17:00:00","ETHUSDT Perpetual","8h","0.006409%"
"2024-06-20 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-20 01:00:00","ETHUSDT Perpetual","8h","0.006122%"
"2024-06-19 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-19 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-19 01:00:00","ETHUSDT Perpetual","8h","0.006211%"
"2024-06-18 17:00:00","ETHUSDT Perpetual","8h","0.007836%"
"2024-06-18 09:00:00","ETHUSDT Perpetual","8h","0.006648%"
"2024-06-18 01:00:00","ETHUSDT Perpetual","8h","0.009137%"
"2024-06-17 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-17 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-17 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-16 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-16 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-16 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-15 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-15 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-15 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-14 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-14 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-14 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-13 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-13 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-12 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-12 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-11 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-11 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-11 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-10 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-10 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-10 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-09 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-09 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-09 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-08 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-08 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-08 01:00:00","ETHUSDT Perpetual","8h","0.017029%"
"2024-06-07 17:00:00","ETHUSDT Perpetual","8h","0.013228%"
"2024-06-07 09:00:00","ETHUSDT Perpetual","8h","0.016105%"
"2024-06-07 01:00:00","ETHUSDT Perpetual","8h","0.014988%"
"2024-06-06 17:00:00","ETHUSDT Perpetual","8h","0.020328%"
"2024-06-06 09:00:00","ETHUSDT Perpetual","8h","0.019461%"
"2024-06-06 01:00:00","ETHUSDT Perpetual","8h","0.010659%"
"2024-06-05 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-05 09:00:00","ETHUSDT Perpetual","8h","0.016969%"
"2024-06-05 01:00:00","ETHUSDT Perpetual","8h","0.010799%"
"2024-06-04 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-04 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-04 01:00:00","ETHUSDT Perpetual","8h","0.012815%"
"2024-06-03 17:00:00","ETHUSDT Perpetual","8h","0.015803%"
"2024-06-03 09:00:00","ETHUSDT Perpetual","8h","0.012701%"
"2024-06-03 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-02 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-06-02 09:00:00","ETHUSDT Perpetual","8h","0.015695%"
"2024-06-02 01:00:00","ETHUSDT Perpetual","8h","0.011557%"
"2024-06-01 17:00:00","ETHUSDT Perpetual","8h","0.013009%"
"2024-06-01 09:00:00","ETHUSDT Perpetual","8h","0.017131%"
"2024-06-01 01:00:00","ETHUSDT Perpetual","8h","0.012318%"
"2024-05-31 17:00:00","ETHUSDT Perpetual","8h","0.010793%"
"2024-05-31 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-31 01:00:00","ETHUSDT Perpetual","8h","0.018706%"
"2024-05-30 17:00:00","ETHUSDT Perpetual","8h","0.014202%"
"2024-05-30 09:00:00","ETHUSDT Perpetual","8h","0.025357%"
"2024-05-30 01:00:00","ETHUSDT Perpetual","8h","0.017700%"
"2024-05-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-29 09:00:00","ETHUSDT Perpetual","8h","0.017485%"
"2024-05-29 01:00:00","ETHUSDT Perpetual","8h","0.012190%"
"2024-05-28 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-28 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-28 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-27 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-27 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-27 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-26 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-25 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-25 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-25 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-24 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-24 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-24 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-23 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-23 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-23 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-22 17:00:00","ETHUSDT Perpetual","8h","0.015189%"
"2024-05-22 09:00:00","ETHUSDT Perpetual","8h","0.012452%"
"2024-05-22 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-21 17:00:00","ETHUSDT Perpetual","8h","0.019404%"
"2024-05-21 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-21 01:00:00","ETHUSDT Perpetual","8h","0.004643%"
"2024-05-20 17:00:00","ETHUSDT Perpetual","8h","0.001916%"
"2024-05-20 09:00:00","ETHUSDT Perpetual","8h","0.009672%"
"2024-05-20 01:00:00","ETHUSDT Perpetual","8h","0.008825%"
"2024-05-19 17:00:00","ETHUSDT Perpetual","8h","0.003451%"
"2024-05-19 09:00:00","ETHUSDT Perpetual","8h","0.007388%"
"2024-05-19 01:00:00","ETHUSDT Perpetual","8h","0.007815%"
"2024-05-18 17:00:00","ETHUSDT Perpetual","8h","0.003431%"
"2024-05-18 09:00:00","ETHUSDT Perpetual","8h","0.007513%"
"2024-05-18 01:00:00","ETHUSDT Perpetual","8h","0.004333%"
"2024-05-17 17:00:00","ETHUSDT Perpetual","8h","0.008530%"
"2024-05-17 09:00:00","ETHUSDT Perpetual","8h","0.005324%"
"2024-05-17 01:00:00","ETHUSDT Perpetual","8h","0.005401%"
"2024-05-16 17:00:00","ETHUSDT Perpetual","8h","0.006452%"
"2024-05-16 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-16 01:00:00","ETHUSDT Perpetual","8h","0.009162%"
"2024-05-15 17:00:00","ETHUSDT Perpetual","8h","0.008171%"
"2024-05-15 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-15 01:00:00","ETHUSDT Perpetual","8h","0.009124%"
"2024-05-14 17:00:00","ETHUSDT Perpetual","8h","0.008140%"
"2024-05-14 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-14 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-13 09:00:00","ETHUSDT Perpetual","8h","0.005829%"
"2024-05-13 01:00:00","ETHUSDT Perpetual","8h","0.006268%"
"2024-05-12 17:00:00","ETHUSDT Perpetual","8h","0.007264%"
"2024-05-12 09:00:00","ETHUSDT Perpetual","8h","0.008010%"
"2024-05-12 01:00:00","ETHUSDT Perpetual","8h","0.008517%"
"2024-05-11 17:00:00","ETHUSDT Perpetual","8h","0.006690%"
"2024-05-11 09:00:00","ETHUSDT Perpetual","8h","0.007578%"
"2024-05-11 01:00:00","ETHUSDT Perpetual","8h","0.005137%"
"2024-05-10 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-10 09:00:00","ETHUSDT Perpetual","8h","0.009040%"
"2024-05-10 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-09 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-09 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-09 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-08 17:00:00","ETHUSDT Perpetual","8h","0.007236%"
"2024-05-08 09:00:00","ETHUSDT Perpetual","8h","0.007763%"
"2024-05-08 01:00:00","ETHUSDT Perpetual","8h","0.006978%"
"2024-05-07 17:00:00","ETHUSDT Perpetual","8h","0.004028%"
"2024-05-07 09:00:00","ETHUSDT Perpetual","8h","0.007342%"
"2024-05-07 01:00:00","ETHUSDT Perpetual","8h","0.009025%"
"2024-05-06 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-05-06 09:00:00","ETHUSDT Perpetual","8h","0.005568%"
"2024-05-06 01:00:00","ETHUSDT Perpetual","8h","0.005578%"
"2024-05-05 17:00:00","ETHUSDT Perpetual","8h","0.009394%"
"2024-05-05 09:00:00","ETHUSDT Perpetual","8h","0.008848%"
"2024-05-05 01:00:00","ETHUSDT Perpetual","8h","0.007001%"
"2024-05-04 17:00:00","ETHUSDT Perpetual","8h","0.008465%"
"2024-05-04 09:00:00","ETHUSDT Perpetual","8h","0.004289%"
"2024-05-04 01:00:00","ETHUSDT Perpetual","8h","0.003457%"
"2024-05-03 17:00:00","ETHUSDT Perpetual","8h","0.002157%"
"2024-05-03 09:00:00","ETHUSDT Perpetual","8h","0.004044%"
"2024-05-03 01:00:00","ETHUSDT Perpetual","8h","0.007757%"
"2024-05-02 17:00:00","ETHUSDT Perpetual","8h","0.009579%"
"2024-05-02 09:00:00","ETHUSDT Perpetual","8h","-0.000086%"
"2024-05-02 01:00:00","ETHUSDT Perpetual","8h","0.007347%"
"2024-05-01 17:00:00","ETHUSDT Perpetual","8h","0.004890%"
"2024-05-01 09:00:00","ETHUSDT Perpetual","8h","0.001865%"
"2024-05-01 01:00:00","ETHUSDT Perpetual","8h","0.003887%"
"2024-04-30 17:00:00","ETHUSDT Perpetual","8h","0.007389%"
"2024-04-30 09:00:00","ETHUSDT Perpetual","8h","0.007517%"
"2024-04-30 01:00:00","ETHUSDT Perpetual","8h","0.005981%"
"2024-04-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-29 09:00:00","ETHUSDT Perpetual","8h","0.008816%"
"2024-04-29 01:00:00","ETHUSDT Perpetual","8h","0.008272%"
"2024-04-28 17:00:00","ETHUSDT Perpetual","8h","0.008300%"
"2024-04-28 09:00:00","ETHUSDT Perpetual","8h","0.009322%"
"2024-04-28 01:00:00","ETHUSDT Perpetual","8h","0.002355%"
"2024-04-27 17:00:00","ETHUSDT Perpetual","8h","0.007025%"
"2024-04-27 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-27 01:00:00","ETHUSDT Perpetual","8h","0.004582%"
"2024-04-26 17:00:00","ETHUSDT Perpetual","8h","0.003847%"
"2024-04-26 09:00:00","ETHUSDT Perpetual","8h","0.001631%"
"2024-04-26 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-25 17:00:00","ETHUSDT Perpetual","8h","0.001705%"
"2024-04-25 09:00:00","ETHUSDT Perpetual","8h","0.000466%"
"2024-04-25 01:00:00","ETHUSDT Perpetual","8h","0.004804%"
"2024-04-24 17:00:00","ETHUSDT Perpetual","8h","0.001937%"
"2024-04-24 09:00:00","ETHUSDT Perpetual","8h","0.004713%"
"2024-04-24 01:00:00","ETHUSDT Perpetual","8h","0.006978%"
"2024-04-23 17:00:00","ETHUSDT Perpetual","8h","0.001147%"
"2024-04-23 09:00:00","ETHUSDT Perpetual","8h","0.000674%"
"2024-04-23 01:00:00","ETHUSDT Perpetual","8h","-0.001974%"
"2024-04-22 17:00:00","ETHUSDT Perpetual","8h","0.004908%"
"2024-04-22 09:00:00","ETHUSDT Perpetual","8h","0.003417%"
"2024-04-22 01:00:00","ETHUSDT Perpetual","8h","0.004395%"
"2024-04-21 17:00:00","ETHUSDT Perpetual","8h","-0.000627%"
"2024-04-21 09:00:00","ETHUSDT Perpetual","8h","0.005559%"
"2024-04-21 01:00:00","ETHUSDT Perpetual","8h","0.005114%"
"2024-04-20 17:00:00","ETHUSDT Perpetual","8h","0.002385%"
"2024-04-20 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-20 01:00:00","ETHUSDT Perpetual","8h","0.005417%"
"2024-04-19 17:00:00","ETHUSDT Perpetual","8h","0.008503%"
"2024-04-19 09:00:00","ETHUSDT Perpetual","8h","0.003973%"
"2024-04-19 01:00:00","ETHUSDT Perpetual","8h","0.006352%"
"2024-04-18 17:00:00","ETHUSDT Perpetual","8h","0.002245%"
"2024-04-18 09:00:00","ETHUSDT Perpetual","8h","0.003509%"
"2024-04-18 01:00:00","ETHUSDT Perpetual","8h","0.000492%"
"2024-04-17 17:00:00","ETHUSDT Perpetual","8h","0.000511%"
"2024-04-17 09:00:00","ETHUSDT Perpetual","8h","0.009805%"
"2024-04-17 01:00:00","ETHUSDT Perpetual","8h","0.005787%"
"2024-04-16 17:00:00","ETHUSDT Perpetual","8h","0.008536%"
"2024-04-16 09:00:00","ETHUSDT Perpetual","8h","0.007898%"
"2024-04-16 01:00:00","ETHUSDT Perpetual","8h","0.008871%"
"2024-04-15 17:00:00","ETHUSDT Perpetual","8h","0.005422%"
"2024-04-15 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-15 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-14 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-14 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-14 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-13 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-13 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-12 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-12 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-11 17:00:00","ETHUSDT Perpetual","8h","0.015483%"
"2024-04-11 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-11 01:00:00","ETHUSDT Perpetual","8h","0.013253%"
"2024-04-10 17:00:00","ETHUSDT Perpetual","8h","0.015363%"
"2024-04-10 09:00:00","ETHUSDT Perpetual","8h","0.018733%"
"2024-04-10 01:00:00","ETHUSDT Perpetual","8h","0.015222%"
"2024-04-09 17:00:00","ETHUSDT Perpetual","8h","0.010159%"
"2024-04-09 09:00:00","ETHUSDT Perpetual","8h","0.024848%"
"2024-04-09 01:00:00","ETHUSDT Perpetual","8h","0.031896%"
"2024-04-08 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-08 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-08 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-07 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-07 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-07 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-06 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-06 09:00:00","ETHUSDT Perpetual","8h","0.016732%"
"2024-04-06 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-05 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-05 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-04 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-04 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-04 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-03 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-03 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-03 01:00:00","ETHUSDT Perpetual","8h","0.012642%"
"2024-04-02 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-04-02 09:00:00","ETHUSDT Perpetual","8h","0.015034%"
"2024-04-02 01:00:00","ETHUSDT Perpetual","8h","0.019362%"
"2024-04-01 17:00:00","ETHUSDT Perpetual","8h","0.035798%"
"2024-04-01 09:00:00","ETHUSDT Perpetual","8h","0.060909%"
"2024-04-01 01:00:00","ETHUSDT Perpetual","8h","0.058292%"
"2024-03-31 17:00:00","ETHUSDT Perpetual","8h","0.065366%"
"2024-03-31 09:00:00","ETHUSDT Perpetual","8h","0.026461%"
"2024-03-31 01:00:00","ETHUSDT Perpetual","8h","0.045204%"
"2024-03-30 17:00:00","ETHUSDT Perpetual","8h","0.024854%"
"2024-03-30 09:00:00","ETHUSDT Perpetual","8h","0.024188%"
"2024-03-30 01:00:00","ETHUSDT Perpetual","8h","0.037327%"
"2024-03-29 17:00:00","ETHUSDT Perpetual","8h","0.030331%"
"2024-03-29 09:00:00","ETHUSDT Perpetual","8h","0.034117%"
"2024-03-29 01:00:00","ETHUSDT Perpetual","8h","0.036879%"
"2024-03-28 17:00:00","ETHUSDT Perpetual","8h","0.035671%"
"2024-03-28 09:00:00","ETHUSDT Perpetual","8h","0.038952%"
"2024-03-28 01:00:00","ETHUSDT Perpetual","8h","0.035332%"
"2024-03-27 17:00:00","ETHUSDT Perpetual","8h","0.021635%"
"2024-03-27 09:00:00","ETHUSDT Perpetual","8h","0.024666%"
"2024-03-27 01:00:00","ETHUSDT Perpetual","8h","0.026242%"
"2024-03-26 17:00:00","ETHUSDT Perpetual","8h","0.018000%"
"2024-03-26 09:00:00","ETHUSDT Perpetual","8h","0.039028%"
"2024-03-26 01:00:00","ETHUSDT Perpetual","8h","0.022958%"
"2024-03-25 17:00:00","ETHUSDT Perpetual","8h","0.011009%"
"2024-03-25 09:00:00","ETHUSDT Perpetual","8h","0.020242%"
"2024-03-25 01:00:00","ETHUSDT Perpetual","8h","0.017171%"
"2024-03-24 17:00:00","ETHUSDT Perpetual","8h","0.017907%"
"2024-03-24 09:00:00","ETHUSDT Perpetual","8h","0.012767%"
"2024-03-24 01:00:00","ETHUSDT Perpetual","8h","0.013905%"
"2024-03-23 17:00:00","ETHUSDT Perpetual","8h","0.012459%"
"2024-03-23 09:00:00","ETHUSDT Perpetual","8h","0.010552%"
"2024-03-23 01:00:00","ETHUSDT Perpetual","8h","0.016092%"
"2024-03-22 17:00:00","ETHUSDT Perpetual","8h","0.023316%"
"2024-03-22 09:00:00","ETHUSDT Perpetual","8h","0.022775%"
"2024-03-22 01:00:00","ETHUSDT Perpetual","8h","0.017743%"
"2024-03-21 17:00:00","ETHUSDT Perpetual","8h","0.013771%"
"2024-03-21 09:00:00","ETHUSDT Perpetual","8h","0.019507%"
"2024-03-21 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-03-20 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2024-03-20 09:00:00","ETHUSDT Perpetual","8h","0.016096%"
"2024-03-20 01:00:00","ETHUSDT Perpetual","8h","0.013469%"
"2024-03-19 17:00:00","ETHUSDT Perpetual","8h","0.023311%"
"2024-03-19 09:00:00","ETHUSDT Perpetual","8h","0.028148%"
"2024-03-19 01:00:00","ETHUSDT Perpetual","8h","0.029608%"
"2024-03-18 17:00:00","ETHUSDT Perpetual","8h","0.026393%"
"2024-03-18 09:00:00","ETHUSDT Perpetual","8h","0.017304%"
"2024-03-18 01:00:00","ETHUSDT Perpetual","8h","0.030375%"
"2024-03-17 17:00:00","ETHUSDT Perpetual","8h","0.011824%"
"2024-03-17 09:00:00","ETHUSDT Perpetual","8h","0.013396%"
"2024-03-17 01:00:00","ETHUSDT Perpetual","8h","0.028914%"
"2024-03-16 17:00:00","ETHUSDT Perpetual","8h","0.027490%"
"2024-03-16 09:00:00","ETHUSDT Perpetual","8h","0.018856%"
"2024-03-16 01:00:00","ETHUSDT Perpetual","8h","0.033557%"
