"Time","Contracts","Funding Interval","Funding Rate"
"2022-05-14 17:00:00","ETHUSDT Perpetual","8h","0.009124%"
"2022-05-14 09:00:00","ETHUSDT Perpetual","8h","0.005029%"
"2022-05-14 01:00:00","ETHUSDT Perpetual","8h","-0.002742%"
"2022-05-13 17:00:00","ETHUSDT Perpetual","8h","-0.016008%"
"2022-05-13 09:00:00","ETHUSDT Perpetual","8h","-0.009107%"
"2022-05-13 01:00:00","ETHUSDT Perpetual","8h","-0.028645%"
"2022-05-12 17:00:00","ETHUSDT Perpetual","8h","-0.079682%"
"2022-05-12 09:00:00","ETHUSDT Perpetual","8h","-0.018602%"
"2022-05-12 01:00:00","ETHUSDT Perpetual","8h","0.007639%"
"2022-05-11 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-11 09:00:00","ETHUSDT Perpetual","8h","0.007598%"
"2022-05-11 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-10 17:00:00","ETHUSDT Perpetual","8h","0.006098%"
"2022-05-10 09:00:00","ETHUSDT Perpetual","8h","0.009833%"
"2022-05-10 01:00:00","ETHUSDT Perpetual","8h","0.009769%"
"2022-05-09 17:00:00","ETHUSDT Perpetual","8h","0.009424%"
"2022-05-09 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-09 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-08 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-08 09:00:00","ETHUSDT Perpetual","8h","0.009867%"
"2022-05-08 01:00:00","ETHUSDT Perpetual","8h","0.007281%"
"2022-05-07 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-07 09:00:00","ETHUSDT Perpetual","8h","0.005836%"
"2022-05-07 01:00:00","ETHUSDT Perpetual","8h","-0.000246%"
"2022-05-06 17:00:00","ETHUSDT Perpetual","8h","-0.004640%"
"2022-05-06 09:00:00","ETHUSDT Perpetual","8h","-0.005032%"
"2022-05-06 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-05 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-05 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-04 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-05-04 09:00:00","ETHUSDT Perpetual","8h","0.009221%"
"2022-05-04 01:00:00","ETHUSDT Perpetual","8h","0.008725%"
"2022-05-03 17:00:00","ETHUSDT Perpetual","8h","0.006446%"
"2022-05-03 09:00:00","ETHUSDT Perpetual","8h","0.008762%"
"2022-05-03 01:00:00","ETHUSDT Perpetual","8h","-0.000236%"
"2022-05-02 17:00:00","ETHUSDT Perpetual","8h","-0.007704%"
"2022-05-02 09:00:00","ETHUSDT Perpetual","8h","0.004920%"
"2022-05-02 01:00:00","ETHUSDT Perpetual","8h","-0.004432%"
"2022-05-01 17:00:00","ETHUSDT Perpetual","8h","-0.016213%"
"2022-05-01 09:00:00","ETHUSDT Perpetual","8h","-0.007153%"
"2022-05-01 01:00:00","ETHUSDT Perpetual","8h","-0.005736%"
"2022-04-30 17:00:00","ETHUSDT Perpetual","8h","-0.005202%"
"2022-04-30 09:00:00","ETHUSDT Perpetual","8h","-0.008896%"
"2022-04-30 01:00:00","ETHUSDT Perpetual","8h","0.004578%"
"2022-04-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-29 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-29 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-28 17:00:00","ETHUSDT Perpetual","8h","-0.005776%"
"2022-04-28 09:00:00","ETHUSDT Perpetual","8h","-0.001675%"
"2022-04-28 01:00:00","ETHUSDT Perpetual","8h","0.002591%"
"2022-04-27 17:00:00","ETHUSDT Perpetual","8h","-0.025690%"
"2022-04-27 09:00:00","ETHUSDT Perpetual","8h","-0.014242%"
"2022-04-27 01:00:00","ETHUSDT Perpetual","8h","0.004991%"
"2022-04-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-26 01:00:00","ETHUSDT Perpetual","8h","-0.024996%"
"2022-04-25 17:00:00","ETHUSDT Perpetual","8h","-0.008588%"
"2022-04-25 09:00:00","ETHUSDT Perpetual","8h","0.000321%"
"2022-04-25 01:00:00","ETHUSDT Perpetual","8h","0.000341%"
"2022-04-24 17:00:00","ETHUSDT Perpetual","8h","-0.005652%"
"2022-04-24 09:00:00","ETHUSDT Perpetual","8h","-0.009091%"
"2022-04-24 01:00:00","ETHUSDT Perpetual","8h","-0.008574%"
"2022-04-23 17:00:00","ETHUSDT Perpetual","8h","-0.010115%"
"2022-04-23 09:00:00","ETHUSDT Perpetual","8h","0.003778%"
"2022-04-23 01:00:00","ETHUSDT Perpetual","8h","-0.002649%"
"2022-04-22 17:00:00","ETHUSDT Perpetual","8h","-0.017158%"
"2022-04-22 09:00:00","ETHUSDT Perpetual","8h","-0.011914%"
"2022-04-22 01:00:00","ETHUSDT Perpetual","8h","-0.000956%"
"2022-04-21 17:00:00","ETHUSDT Perpetual","8h","-0.012991%"
"2022-04-21 09:00:00","ETHUSDT Perpetual","8h","-0.009577%"
"2022-04-21 01:00:00","ETHUSDT Perpetual","8h","-0.000105%"
"2022-04-20 17:00:00","ETHUSDT Perpetual","8h","0.006595%"
"2022-04-20 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-20 01:00:00","ETHUSDT Perpetual","8h","0.002251%"
"2022-04-19 17:00:00","ETHUSDT Perpetual","8h","0.003975%"
"2022-04-19 09:00:00","ETHUSDT Perpetual","8h","0.008478%"
"2022-04-19 01:00:00","ETHUSDT Perpetual","8h","-0.013169%"
"2022-04-18 17:00:00","ETHUSDT Perpetual","8h","-0.004410%"
"2022-04-18 09:00:00","ETHUSDT Perpetual","8h","-0.005257%"
"2022-04-18 01:00:00","ETHUSDT Perpetual","8h","0.002937%"
"2022-04-17 17:00:00","ETHUSDT Perpetual","8h","-0.006458%"
"2022-04-17 09:00:00","ETHUSDT Perpetual","8h","0.002480%"
"2022-04-17 01:00:00","ETHUSDT Perpetual","8h","-0.003323%"
"2022-04-16 17:00:00","ETHUSDT Perpetual","8h","-0.012314%"
"2022-04-16 09:00:00","ETHUSDT Perpetual","8h","-0.002900%"
"2022-04-16 01:00:00","ETHUSDT Perpetual","8h","-0.000334%"
"2022-04-15 17:00:00","ETHUSDT Perpetual","8h","-0.003677%"
"2022-04-15 09:00:00","ETHUSDT Perpetual","8h","-0.012221%"
"2022-04-15 01:00:00","ETHUSDT Perpetual","8h","-0.003051%"
"2022-04-14 17:00:00","ETHUSDT Perpetual","8h","0.005593%"
"2022-04-14 09:00:00","ETHUSDT Perpetual","8h","-0.002200%"
"2022-04-14 01:00:00","ETHUSDT Perpetual","8h","0.003222%"
"2022-04-13 17:00:00","ETHUSDT Perpetual","8h","-0.016876%"
"2022-04-13 09:00:00","ETHUSDT Perpetual","8h","-0.002262%"
"2022-04-13 01:00:00","ETHUSDT Perpetual","8h","-0.016064%"
"2022-04-12 17:00:00","ETHUSDT Perpetual","8h","-0.004036%"
"2022-04-12 09:00:00","ETHUSDT Perpetual","8h","-0.003306%"
"2022-04-12 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-11 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-11 09:00:00","ETHUSDT Perpetual","8h","0.004676%"
"2022-04-11 01:00:00","ETHUSDT Perpetual","8h","0.005980%"
"2022-04-10 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-10 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-10 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-09 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-09 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-09 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-08 17:00:00","ETHUSDT Perpetual","8h","-0.003214%"
"2022-04-08 09:00:00","ETHUSDT Perpetual","8h","-0.009963%"
"2022-04-08 01:00:00","ETHUSDT Perpetual","8h","0.004585%"
"2022-04-07 17:00:00","ETHUSDT Perpetual","8h","-0.009945%"
"2022-04-07 09:00:00","ETHUSDT Perpetual","8h","0.008854%"
"2022-04-07 01:00:00","ETHUSDT Perpetual","8h","0.006027%"
"2022-04-06 17:00:00","ETHUSDT Perpetual","8h","-0.014471%"
"2022-04-06 09:00:00","ETHUSDT Perpetual","8h","0.009470%"
"2022-04-06 01:00:00","ETHUSDT Perpetual","8h","0.007974%"
"2022-04-05 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-05 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-04 17:00:00","ETHUSDT Perpetual","8h","0.002896%"
"2022-04-04 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-04 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-03 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-03 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-03 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-02 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-02 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-02 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-01 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-01 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-04-01 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-31 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-31 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-31 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-30 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-30 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-30 01:00:00","ETHUSDT Perpetual","8h","0.008269%"
"2022-03-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-29 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-29 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-28 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-28 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-28 01:00:00","ETHUSDT Perpetual","8h","-0.001708%"
"2022-03-27 17:00:00","ETHUSDT Perpetual","8h","0.000727%"
"2022-03-27 09:00:00","ETHUSDT Perpetual","8h","0.007576%"
"2022-03-27 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-26 17:00:00","ETHUSDT Perpetual","8h","0.004979%"
"2022-03-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-26 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-25 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-25 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-25 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-24 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-24 09:00:00","ETHUSDT Perpetual","8h","-0.001813%"
"2022-03-24 01:00:00","ETHUSDT Perpetual","8h","-0.003582%"
"2022-03-23 17:00:00","ETHUSDT Perpetual","8h","0.008504%"
"2022-03-23 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-23 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-22 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-22 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-22 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-21 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-21 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-21 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-20 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-20 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-20 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-19 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-19 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-19 01:00:00","ETHUSDT Perpetual","8h","0.005916%"
"2022-03-18 17:00:00","ETHUSDT Perpetual","8h","0.004709%"
"2022-03-18 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-18 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-17 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-17 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-17 01:00:00","ETHUSDT Perpetual","8h","0.005315%"
"2022-03-16 17:00:00","ETHUSDT Perpetual","8h","0.009131%"
"2022-03-16 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-16 01:00:00","ETHUSDT Perpetual","8h","-0.004856%"
"2022-03-15 17:00:00","ETHUSDT Perpetual","8h","-0.000321%"
"2022-03-15 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-15 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-14 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-14 09:00:00","ETHUSDT Perpetual","8h","-0.010352%"
"2022-03-14 01:00:00","ETHUSDT Perpetual","8h","-0.002698%"
"2022-03-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-13 09:00:00","ETHUSDT Perpetual","8h","0.002116%"
"2022-03-13 01:00:00","ETHUSDT Perpetual","8h","0.006255%"
"2022-03-12 17:00:00","ETHUSDT Perpetual","8h","0.005025%"
"2022-03-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-12 01:00:00","ETHUSDT Perpetual","8h","0.008211%"
"2022-03-11 17:00:00","ETHUSDT Perpetual","8h","-0.005910%"
"2022-03-11 09:00:00","ETHUSDT Perpetual","8h","0.002542%"
"2022-03-11 01:00:00","ETHUSDT Perpetual","8h","-0.003951%"
"2022-03-10 17:00:00","ETHUSDT Perpetual","8h","0.005560%"
"2022-03-10 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-10 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-09 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-09 09:00:00","ETHUSDT Perpetual","8h","0.006224%"
"2022-03-09 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-08 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-08 09:00:00","ETHUSDT Perpetual","8h","-0.010024%"
"2022-03-08 01:00:00","ETHUSDT Perpetual","8h","0.008669%"
"2022-03-07 17:00:00","ETHUSDT Perpetual","8h","-0.001000%"
"2022-03-07 09:00:00","ETHUSDT Perpetual","8h","0.003909%"
"2022-03-07 01:00:00","ETHUSDT Perpetual","8h","0.007500%"
"2022-03-06 17:00:00","ETHUSDT Perpetual","8h","0.005669%"
"2022-03-06 09:00:00","ETHUSDT Perpetual","8h","-0.008875%"
"2022-03-06 01:00:00","ETHUSDT Perpetual","8h","0.003064%"
"2022-03-05 17:00:00","ETHUSDT Perpetual","8h","0.001520%"
"2022-03-05 09:00:00","ETHUSDT Perpetual","8h","0.005192%"
"2022-03-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-04 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-04 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-04 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-03 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-03 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-03 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-02 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-02 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-02 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-01 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-01 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-03-01 01:00:00","ETHUSDT Perpetual","8h","0.005573%"
"2022-02-28 17:00:00","ETHUSDT Perpetual","8h","-0.009020%"
"2022-02-28 09:00:00","ETHUSDT Perpetual","8h","-0.015064%"
"2022-02-28 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-27 17:00:00","ETHUSDT Perpetual","8h","0.000507%"
"2022-02-27 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-27 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-26 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-25 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-25 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-25 01:00:00","ETHUSDT Perpetual","8h","-0.006140%"
"2022-02-24 17:00:00","ETHUSDT Perpetual","8h","-0.003560%"
"2022-02-24 09:00:00","ETHUSDT Perpetual","8h","-0.001113%"
"2022-02-24 01:00:00","ETHUSDT Perpetual","8h","-0.003644%"
"2022-02-23 17:00:00","ETHUSDT Perpetual","8h","-0.003926%"
"2022-02-23 09:00:00","ETHUSDT Perpetual","8h","0.009188%"
"2022-02-23 01:00:00","ETHUSDT Perpetual","8h","0.005962%"
"2022-02-22 17:00:00","ETHUSDT Perpetual","8h","-0.003630%"
"2022-02-22 09:00:00","ETHUSDT Perpetual","8h","0.000865%"
"2022-02-22 01:00:00","ETHUSDT Perpetual","8h","0.007007%"
"2022-02-21 17:00:00","ETHUSDT Perpetual","8h","-0.014003%"
"2022-02-21 09:00:00","ETHUSDT Perpetual","8h","0.007012%"
"2022-02-21 01:00:00","ETHUSDT Perpetual","8h","0.003264%"
"2022-02-20 17:00:00","ETHUSDT Perpetual","8h","0.005414%"
"2022-02-20 09:00:00","ETHUSDT Perpetual","8h","-0.003349%"
"2022-02-20 01:00:00","ETHUSDT Perpetual","8h","0.004883%"
"2022-02-19 17:00:00","ETHUSDT Perpetual","8h","0.007038%"
"2022-02-19 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-19 01:00:00","ETHUSDT Perpetual","8h","0.003508%"
"2022-02-18 17:00:00","ETHUSDT Perpetual","8h","-0.009187%"
"2022-02-18 09:00:00","ETHUSDT Perpetual","8h","-0.003865%"
"2022-02-18 01:00:00","ETHUSDT Perpetual","8h","0.004771%"
"2022-02-17 17:00:00","ETHUSDT Perpetual","8h","0.001611%"
"2022-02-17 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-17 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-16 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-16 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-16 01:00:00","ETHUSDT Perpetual","8h","-0.005099%"
"2022-02-15 17:00:00","ETHUSDT Perpetual","8h","0.004572%"
"2022-02-15 09:00:00","ETHUSDT Perpetual","8h","0.007378%"
"2022-02-15 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-14 17:00:00","ETHUSDT Perpetual","8h","0.006358%"
"2022-02-14 09:00:00","ETHUSDT Perpetual","8h","0.009155%"
"2022-02-14 01:00:00","ETHUSDT Perpetual","8h","-0.002875%"
"2022-02-13 17:00:00","ETHUSDT Perpetual","8h","0.006235%"
"2022-02-13 09:00:00","ETHUSDT Perpetual","8h","0.001665%"
"2022-02-13 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-12 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-12 01:00:00","ETHUSDT Perpetual","8h","-0.004783%"
"2022-02-11 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-11 09:00:00","ETHUSDT Perpetual","8h","-0.011327%"
"2022-02-11 01:00:00","ETHUSDT Perpetual","8h","0.001908%"
"2022-02-10 17:00:00","ETHUSDT Perpetual","8h","-0.003259%"
"2022-02-10 09:00:00","ETHUSDT Perpetual","8h","-0.002777%"
"2022-02-10 01:00:00","ETHUSDT Perpetual","8h","0.007116%"
"2022-02-09 17:00:00","ETHUSDT Perpetual","8h","-0.000162%"
"2022-02-09 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-09 01:00:00","ETHUSDT Perpetual","8h","0.007718%"
"2022-02-08 17:00:00","ETHUSDT Perpetual","8h","0.001620%"
"2022-02-08 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-08 01:00:00","ETHUSDT Perpetual","8h","0.001491%"
"2022-02-07 17:00:00","ETHUSDT Perpetual","8h","0.008150%"
"2022-02-07 09:00:00","ETHUSDT Perpetual","8h","-0.000725%"
"2022-02-07 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-06 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-06 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-06 01:00:00","ETHUSDT Perpetual","8h","0.004351%"
"2022-02-05 17:00:00","ETHUSDT Perpetual","8h","0.007456%"
"2022-02-05 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-04 17:00:00","ETHUSDT Perpetual","8h","0.008786%"
"2022-02-04 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-04 01:00:00","ETHUSDT Perpetual","8h","-0.007881%"
"2022-02-03 17:00:00","ETHUSDT Perpetual","8h","-0.005850%"
"2022-02-03 09:00:00","ETHUSDT Perpetual","8h","-0.038034%"
"2022-02-03 01:00:00","ETHUSDT Perpetual","8h","0.000407%"
"2022-02-02 17:00:00","ETHUSDT Perpetual","8h","-0.000017%"
"2022-02-02 09:00:00","ETHUSDT Perpetual","8h","-0.006256%"
"2022-02-02 01:00:00","ETHUSDT Perpetual","8h","-0.020797%"
"2022-02-01 17:00:00","ETHUSDT Perpetual","8h","-0.010276%"
"2022-02-01 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-02-01 01:00:00","ETHUSDT Perpetual","8h","-0.001151%"
"2022-01-31 17:00:00","ETHUSDT Perpetual","8h","-0.010687%"
"2022-01-31 09:00:00","ETHUSDT Perpetual","8h","0.005139%"
"2022-01-31 01:00:00","ETHUSDT Perpetual","8h","0.002989%"
"2022-01-30 17:00:00","ETHUSDT Perpetual","8h","-0.006536%"
"2022-01-30 09:00:00","ETHUSDT Perpetual","8h","0.002848%"
"2022-01-30 01:00:00","ETHUSDT Perpetual","8h","-0.000997%"
"2022-01-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-29 09:00:00","ETHUSDT Perpetual","8h","-0.000850%"
"2022-01-29 01:00:00","ETHUSDT Perpetual","8h","-0.008379%"
"2022-01-28 17:00:00","ETHUSDT Perpetual","8h","-0.000297%"
"2022-01-28 09:00:00","ETHUSDT Perpetual","8h","-0.008132%"
"2022-01-28 01:00:00","ETHUSDT Perpetual","8h","-0.014218%"
"2022-01-27 17:00:00","ETHUSDT Perpetual","8h","0.002801%"
"2022-01-27 09:00:00","ETHUSDT Perpetual","8h","-0.008756%"
"2022-01-27 01:00:00","ETHUSDT Perpetual","8h","-0.020069%"
"2022-01-26 17:00:00","ETHUSDT Perpetual","8h","-0.007941%"
"2022-01-26 09:00:00","ETHUSDT Perpetual","8h","-0.004048%"
"2022-01-26 01:00:00","ETHUSDT Perpetual","8h","-0.007880%"
"2022-01-25 17:00:00","ETHUSDT Perpetual","8h","0.005831%"
"2022-01-25 09:00:00","ETHUSDT Perpetual","8h","0.001695%"
"2022-01-25 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-24 17:00:00","ETHUSDT Perpetual","8h","-0.011775%"
"2022-01-24 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-24 01:00:00","ETHUSDT Perpetual","8h","-0.013320%"
"2022-01-23 17:00:00","ETHUSDT Perpetual","8h","-0.005208%"
"2022-01-23 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-23 01:00:00","ETHUSDT Perpetual","8h","0.009327%"
"2022-01-22 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-22 09:00:00","ETHUSDT Perpetual","8h","0.007145%"
"2022-01-22 01:00:00","ETHUSDT Perpetual","8h","0.008447%"
"2022-01-21 17:00:00","ETHUSDT Perpetual","8h","-0.005915%"
"2022-01-21 09:00:00","ETHUSDT Perpetual","8h","-0.000805%"
"2022-01-21 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-20 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-20 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-20 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-19 17:00:00","ETHUSDT Perpetual","8h","-0.001720%"
"2022-01-19 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-19 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-18 17:00:00","ETHUSDT Perpetual","8h","0.003626%"
"2022-01-18 09:00:00","ETHUSDT Perpetual","8h","0.007549%"
"2022-01-18 01:00:00","ETHUSDT Perpetual","8h","-0.005944%"
"2022-01-17 17:00:00","ETHUSDT Perpetual","8h","0.004250%"
"2022-01-17 09:00:00","ETHUSDT Perpetual","8h","0.002683%"
"2022-01-17 01:00:00","ETHUSDT Perpetual","8h","0.008585%"
"2022-01-16 17:00:00","ETHUSDT Perpetual","8h","0.009785%"
"2022-01-16 09:00:00","ETHUSDT Perpetual","8h","0.002224%"
"2022-01-16 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-15 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-15 09:00:00","ETHUSDT Perpetual","8h","0.009632%"
"2022-01-15 01:00:00","ETHUSDT Perpetual","8h","-0.001294%"
"2022-01-14 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-14 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-14 01:00:00","ETHUSDT Perpetual","8h","-0.001444%"
"2022-01-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-13 09:00:00","ETHUSDT Perpetual","8h","-0.002315%"
"2022-01-13 01:00:00","ETHUSDT Perpetual","8h","-0.019812%"
"2022-01-12 17:00:00","ETHUSDT Perpetual","8h","0.008036%"
"2022-01-12 09:00:00","ETHUSDT Perpetual","8h","-0.006878%"
"2022-01-12 01:00:00","ETHUSDT Perpetual","8h","0.002718%"
"2022-01-11 17:00:00","ETHUSDT Perpetual","8h","0.006198%"
"2022-01-11 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2022-01-11 01:00:00","ETHUSDT Perpetual","8h","0.001599%"
"2022-01-10 17:00:00","ETHUSDT Perpetual","8h","-0.006361%"
"2022-01-10 09:00:00","ETHUSDT Perpetual","8h","-0.014593%"
